JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
AC|Achats|AC00001|20230414|602260|Achats d'emballages|||AC042073|20230414|FACT 250215 DALKIA FRANCE|935,42|0,00|||20230416||
AC|Achats|AC00001|20230414|419100|Clients - Avances et acomptes recus|||AC042073|20230414|FACT 250215 DALKIA FRANCE|0,00|935,42|||20230416||
AC|Achats|AC00002|20230303|623000|Publicite, publications, relations publiques|||AC034582|20230303|FACT 250223 FOURNITURES BUREAU|32,94|0,00|||20230310||
AC|Achats|AC00002|20230303|445520|TVA due intracommunautaire|||AC034582|20230303|FACT 250223 FOURNITURES BUREAU|0,00|32,94|||20230310||
AC|Achats|AC00003|20230728|623400|Cadeaux a la clientele|||AC077375|20230728|FACT 250222 TELECOM SAS|1585,33|0,00|||20230802||
AC|Achats|AC00003|20230728|418100|Clients - Factures a etablir|||AC077375|20230728|FACT 250222 TELECOM SAS|0,00|1585,33|||20230802||
AC|Achats|AC00004|20230606|625100|Voyages et deplacements|||AC069974|20230606|FACT 250208 FOURNITURES BUREAU|276,62|0,00|||20230609||
AC|Achats|AC00004|20230606|419100|Clients - Avances et acomptes recus|||AC069974|20230606|FACT 250208 FOURNITURES BUREAU|0,00|276,62|||20230609||
AC|Achats|AC00005|20231218|623100|Annonces et insertions|||AC127443|20231218|FACT 250213 DALKIA FRANCE|202,11|0,00|||20231220||
AC|Achats|AC00005|20231218|511000|Valeurs a l'encaissement|||AC127443|20231218|FACT 250213 DALKIA FRANCE|0,00|202,11|||20231220||
AC|Achats|AC00006|20230508|607000|Achats de marchandises|||AC052007|20230508|FACT 250113 TELECOM SAS|507,00|0,00|||20230508||
AC|Achats|AC00006|20230508|445520|TVA due intracommunautaire|||AC052007|20230508|FACT 250113 TELECOM SAS|0,00|507,00|||20230508||
AC|Achats|AC00007|20230720|623100|Annonces et insertions|||AC077986|20230720|FACT 250118 FOURNITURES BUREAU|1619,89|0,00|||20230725||
AC|Achats|AC00007|20230720|401000|Fournisseurs|F00004|PAPETERIE EXPRESS|AC077986|20230720|FACT 250118 FOURNITURES BUREAU|0,00|1619,89|||20230725||
AC|Achats|AC00008|20231030|401000|Fournisseurs|F00008|TRANSPORT EXPRESS|AC105586|20231030|FACT 250121 FOURNITURES BUREAU|8266,12|0,00|Q7|20231231|20231105||
AC|Achats|AC00008|20231030|580000|Virements internes|||AC105586|20231030|FACT 250121 FOURNITURES BUREAU|0,00|8266,12|||20231105||
AC|Achats|AC00009|20231214|623400|Cadeaux a la clientele|||AC124227|20231214|FACT 250117 ELECTRICITE DE FRANCE|431,08|0,00|||20231219||
AC|Achats|AC00009|20231216|471000|Compte d'attente|||AC124227|20231214|FACT 250117 ELECTRICITE DE FRANCE|0,00|431,08|||20231219||
AC|Achats|AC00010|20230816|611000|Sous-traitance generale|||AC085361|20230816|FACT 250118 TELECOM SAS|1147,54|0,00|||20230822||
AC|Achats|AC00010|20230816|514000|Cheques postaux|||AC085361|20230816|FACT 250118 TELECOM SAS|0,00|1147,54|||20230822||
AC|Achats|AC00011|20230127|615500|Entretien et reparations sur biens mobiliers|||AC016855|20230127|FACT 250117 ELECTRICITE DE FRANCE|1329,60|0,00|||20230129||
AC|Achats|AC00011|20230127|427000|Personnel - Oppositions|||AC016855|20230127|FACT 250117 ELECTRICITE DE FRANCE|0,00|1329,60|||20230129||
AC|Achats|AC00012|20230303|625700|Receptions|||AC033159|20230303|FACT 250113 DALKIA FRANCE|1410,91|0,00|||20230306||
AC|Achats|AC00012|20230303|438200|Charges sociales sur conges a payer|||AC033159|20230303|FACT 250113 DALKIA FRANCE|0,00|1410,91|||20230306||
AC|Achats|AC00013|20231109|625600|Missions|||AC113276|20231109|FACT 250218 ELECTRICITE DE FRANCE|1788,20|0,00|||20231116||
AC|Achats|AC00013|20231109|530000|Caisse|||AC113276|20231109|FACT 250218 ELECTRICITE DE FRANCE|0,00|1788,20|||20231116||
AC|Achats|AC00014|20230721|607000|Achats de marchandises|||AC072494|20230721|FACT 250218 FOURNITURES BUREAU|1527,96|0,00|||20230726||
AC|Achats|AC00014|20230721|518700|Interets courus a recevoir|||AC072494|20230721|FACT 250218 FOURNITURES BUREAU|0,00|1527,96|||20230726||
AC|Achats|AC00015|20230915|615600|Maintenance|||AC091565|20230915|FACT 250207 FOURNITURES BUREAU|447,12|0,00|||20230920||
AC|Achats|AC00015|20230915|427000|Personnel - Oppositions|||AC091565|20230915|FACT 250207 FOURNITURES BUREAU|0,00|447,12|||20230920||
AC|Achats|AC00016|20230811|608500|Frais accessoires d'achat|||AC083649|20230811|FACT 250205 DALKIA FRANCE|714,31|0,00|||20230811||
AC|Achats|AC00016|20230811|428200|Personnel - Conges payes|||AC083649|20230811|FACT 250205 DALKIA FRANCE|0,00|714,31|||20230811||
AC|Achats|AC00017|20231019|626000|Frais postaux et de telecommunications|||AC103182|20231019|FACT 250222 TELECOM SAS|1841,97|0,00|||20231026||
AC|Achats|AC00017|20231019|445670|TVA collectee|||AC103182|20231019|FACT 250222 TELECOM SAS|0,00|1841,97|||20231026||
AC|Achats|AC00018|20230321|615500|Entretien et reparations sur biens mobiliers|||AC035619|20230321|FACT 250216 PAPETERIE EXPRESS|982,55|0,00|||20230323||
AC|Achats|AC00018|20230321|530000|Caisse|||AC035619|20230321|FACT 250216 PAPETERIE EXPRESS|0,00|982,55|||20230323||
AC|Achats|AC00019|20230901|602100|Achats de matieres consommables|||AC094627|20230901|FACT 250110 PAPETERIE EXPRESS|1777,53|0,00|||20230904||
AC|Achats|AC00019|20230901|411000|Clients|C00005|CLIENT EPSILON|AC094627|20230901|FACT 250110 PAPETERIE EXPRESS|0,00|1777,53|||20230904||
AC|Achats|AC00020|20230817|608500|Frais accessoires d'achat|||AC088250|20230817|FACT 250112 FOURNITURES BUREAU|692,48|0,00|||20230820||
AC|Achats|AC00020|20230817|471000|Compte d'attente|||AC088250|20230817|FACT 250112 FOURNITURES BUREAU|0,00|692,48|||20230820||
AC|Achats|AC00021|20230630|628100|Concours divers (cotisations...)|||AC065834|20230630|FACT 250129 DALKIA FRANCE|1150,33|0,00|||20230706||
AC|Achats|AC00021|20230630|411000|Clients|C00001|CLIENT ALPHA|AC065834|20230630|FACT 250129 DALKIA FRANCE|0,00|1150,33|||20230706||
AC|Achats|AC00022|20230314|626000|Frais postaux et de telecommunications|||AC039623|20230314|FACT 250103 ELECTRICITE DE FRANCE|447,39|0,00|||20230314||
AC|Achats|AC00022|20230314|418100|Clients - Factures a etablir|||AC039623|20230314|FACT 250103 ELECTRICITE DE FRANCE|0,00|447,39|||20230314||
AC|Achats|AC00023|20230428|622600|Honoraires|||AC045367|20230428|FACT 250110 TELECOM SAS|1233,70|0,00|||20230505||
AC|Achats|AC00023|20230428|437000|Autres organismes sociaux|||AC045367|20230428|FACT 250110 TELECOM SAS|0,00|1233,70|||20230505||
AC|Achats|AC00024|20230824|615200|Entretien et reparations sur biens immobiliers|||AC086719|20230824|FACT 250104 TELECOM SAS|1681,77|0,00|||20230831||
