JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
AC|Achats|AC00001|20230908|625600|Missions|||AC099122|20230908|FACT 250207 ELECTRICITE DE FRANCE|1409,60|0,00|||20230914||
AC|Achats|AC00001|20230908|445520|TVA due intracommunautaire|||AC099122|20230908|FACT 250207 ELECTRICITE DE FRANCE|0,00|1409,60|||20230914||
AC|Achats|AC00002|20230419|607000|Achats de marchandises|||AC049962|20230419|FACT 250224 DALKIA FRANCE|1430,57|0,00|||20230419||
AC|Achats|AC00002|20230419|487000|Produits constates d'avance|||AC049962|20230419|FACT 250224 DALKIA FRANCE|0,00|1430,57|||20230419||
AC|Achats|AC00003|20230322|602260|Achats d'emballages|||AC031771|20230322|FACT 250220 PAPETERIE EXPRESS|826,68|0,00|||20230322||
AC|Achats|AC00003|20230322|437000|Autres organismes sociaux|||AC031771|20230322|FACT 250220 PAPETERIE EXPRESS|0,00|826,68|||20230322||
AC|Achats|AC00004|20230807|618100|Documentation generale|||AC087110|20230807|FACT 250227 FOURNITURES BUREAU|999,34|0,00|||20230808||
AC|Achats|AC00004|20230807|445520|TVA due intracommunautaire|||AC087110|20230807|FACT 250227 FOURNITURES BUREAU|0,00|999,34|||20230808||
AC|Achats|AC00005|20230112|621000|Personnel exterieur a l'entreprise|||AC018394|20230112|FACT 250213 ELECTRICITE DE FRANCE|222,39|0,00|||20230114||
AC|Achats|AC00005|20230112|404000|Fournisseurs d'immobilisations|||AC018394|20230112|FACT 250213 ELECTRICITE DE FRANCE|0,00|222,39|||20230114||
AC|Achats|AC00006|20230928|628100|Concours divers (cotisations...)|||AC097284|20230928|FACT 250129 ELECTRICITE DE FRANCE|1651,37|0,00|||20231002||
AC|Achats|AC00006|20230928|445520|TVA due intracommunautaire|||AC097284|20230928|FACT 250129 ELECTRICITE DE FRANCE|0,00|1651,37|||20231002||
AC|Achats|AC00007|20230324|618100|Documentation generale|||AC032653|20230324|FACT 250119 PAPETERIE EXPRESS|1924,74|0,00|||20230329||
AC|Achats|AC00007|20230324|416000|Clients douteux|||AC032653|20230324|FACT 250119 PAPETERIE EXPRESS|0,00|1924,74|||20230329||
AC|Achats|AC00008|20230302|608500|Frais accessoires d'achat|||AC034855|20230302|FACT 250204 PAPETERIE EXPRESS|1856,71|0,00|||20230303||
AC|Achats|AC00008|20230302|404000|Fournisseurs d'immobilisations|||AC034855|20230302|FACT 250204 PAPETERIE EXPRESS|0,00|1856,71|||20230303||
AC|Achats|AC00009|20230508|621000|Personnel exterieur a l'entreprise|||AC052413|20230508|FACT 250227 TELECOM SAS|513,12|0,00|||20230513||
AC|Achats|AC00009|20230508|419100|Clients - Avances et acomptes recus|||AC052413|20230508|FACT 250227 TELECOM SAS|0,00|513,12|||20230513||
AC|Achats|AC00010|20230814|401000|Fournisseurs|F00003|FOURNITURES BUREAU DIRECT|AC083193|20230814|FACT 250121 PAPETERIE EXPRESS|3636,00|0,00|||20230821||
AC|Achats|AC00010|20230814|512000|Banque principale|||AC083193|20230814|FACT 250121 PAPETERIE EXPRESS|0,00|3636,00|||20230821||
AC|Achats|AC00011|20230214|606100|Electricite, gaz, eau|||AC021191|20230214|FACT 250208 ELECTRICITE DE FRANCE|460,86|0,00|||20230214||
AC|Achats|AC00011|20230214|419100|Clients - Avances et acomptes recus|||AC021191|20230214|FACT 250208 ELECTRICITE DE FRANCE|0,00|460,86|||20230214||
AC|Achats|AC00012|20230818|606800|Autres matieres et fournitures|||AC083289|20230818|FACT 250204 PAPETERIE EXPRESS|941,98|0,00|||20230820||
AC|Achats|AC00012|20230818|518700|Interets courus a recevoir|||AC083289|20230818|FACT 250204 PAPETERIE EXPRESS|0,00|941,98|||20230820||
AC|Achats|AC00013|20231208|613200|Locations immobilieres|||AC126001|20231208|FACT 250103 PAPETERIE EXPRESS|1720,22|0,00|||20231214||
AC|Achats|AC00013|20231208|487000|Produits constates d'avance|||AC126001|20231208|FACT 250103 PAPETERIE EXPRESS|0,00|1720,22|||20231214||
AC|Achats|AC00014|20230307|615200|Entretien et reparations sur biens immobiliers|||AC038107|20230307|FACT 250211 FOURNITURES BUREAU|1159,11|0,00|||20230309||
