JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
AC|Achats|AC00001|20230303|607000|Achats de marchandises|||AC037190|20230303|FACT 250103 DALKIA FRANCE|296,07|0,00|||20230310||
AC|Achats|AC00001|20230303|447100|Autres impots, taxes et versements assimiles|||AC037190|20230303|FACT 250103 DALKIA FRANCE|0,00|296,07|||20230310||
AC|Achats|AC00002|20230221|623000|Publicite, publications, relations publiques|||AC027794|20230221|FACT 250227 ELECTRICITE DE FRANCE|387,88|0,00|||20230227||
AC|Achats|AC00002|20230221|447100|Autres impots, taxes et versements assimiles|||AC027794|20230221|FACT 250227 ELECTRICITE DE FRANCE|0,00|387,88|||20230227||
AC|Achats|AC00003|20230512|621000|Personnel exterieur a l'entreprise|||AC052070|20230512|FACT 250224 ELECTRICITE DE FRANCE|1682,25|0,00|||20230512||
AC|Achats|AC00003|20230512|445670|TVA collectee|||AC052070|20230512|FACT 250224 ELECTRICITE DE FRANCE|0,00|1682,25|||20230512||
AC|Achats|AC00004|20230317|621000|Personnel exterieur a l'entreprise|||AC035604|20230317|FACT 250203 FOURNITURES BUREAU|208,23|0,00|||20230317||
AC|Achats|AC00004|20230317|508000|Interets courus sur VMP|||AC035604|20230317|FACT 250203 FOURNITURES BUREAU|0,00|208,23|||20230317||
AC|Achats|AC00005|20230512|625600|Missions|||AC051147|20230512|FACT 250123 PAPETERIE EXPRESS|1510,26|0,00|||20230516||
AC|Achats|AC00005|20230512|419100|Clients - Avances et acomptes recus|||AC051147|20230512|FACT 250123 PAPETERIE EXPRESS|0,00|1510,26|||20230516||
AC|Achats|AC00006|20230720|625600|Missions|||AC072894|20230720|FACT 250108 DALKIA FRANCE|1887,03|0,00|||20230726||
AC|Achats|AC00006|20230720|401000|Fournisseurs|F00008|TRANSPORT EXPRESS|AC072894|20230720|FACT 250108 DALKIA FRANCE|0,00|1887,03|||20230726||
AC|Achats|AC00007|20231101|602100|Achats de matieres consommables|||AC117523|20231101|FACT 250112 FOURNITURES BUREAU|1468,01|0,00|||20231108||
AC|Achats|AC00007|20231104|437000|Autres organismes sociaux|||AC117523|20231101|FACT 250112 FOURNITURES BUREAU|0,00|1468,01|||20231108||
AC|Achats|AC00008|20230921|625700|Receptions|||AC093665|20230921|FACT 250205 DALKIA FRANCE|1704,52|0,00|||20230926||
AC|Achats|AC00008|20230921|512100|Banque secondaire|||AC093665|20230921|FACT 250205 DALKIA FRANCE|0,00|1704,52|||20230926||
AC|Achats|AC00009|20230819|623400|Cadeaux a la clientele|||AC087259|20230816|FACT 250203 TELECOM SAS|1601,86|0,00|||20230816||
AC|Achats|AC00009|20230816|425000|Personnel - Avances et acomptes|||AC087259|20230816|FACT 250203 TELECOM SAS|0,00|1601,86|||20230816||
AC|Achats|AC00010|20231020|627000|Services bancaires et assimiles|||AC104708|20231020|FACT 250215 TELECOM SAS|89,90|0,00|||20231022||
AC|Achats|AC00010|20231020|438200|Charges sociales sur conges a payer|||AC104708|20231020|FACT 250215 TELECOM SAS|0,00|89,90|||20231022||
AC|Achats|AC00011|20230310|622600|Honoraires|||AC036177|20230310|FACT 250209 DALKIA FRANCE|1392,46|0,00|||20230314||
AC|Achats|AC00011|20230310|445710|TVA collectee a payer|||AC036177|20230310|FACT 250209 DALKIA FRANCE|0,00|1392,46|||20230314||
AC|Achats|AC00012|20230303|627000|Services bancaires et assimiles|||AC033347|20230303|FACT 250102 DALKIA FRANCE|221,64|0,00|||20230309||
AC|Achats|AC00012|20230303|500000|Valeurs mobilieres de placement|||AC033347|20230303|FACT 250102 DALKIA FRANCE|0,00|221,64|||20230309||
AC|Achats|AC00013|20230331|622600|Honoraires|||AC038548|20230331|FACT 250214 ELECTRICITE DE FRANCE|1267,44|0,00|||20230406||
AC|Achats|AC00013|20230331|590000|Depreciation des valeurs mobilieres de placement|||AC038548|20230331|FACT 250214 ELECTRICITE DE FRANCE|0,00|1267,44|||20230406||
AC|Achats|AC00014|20230801|606800|Autres matieres et fournitures|||AC083218|20230801|FACT 250219 ELECTRICITE DE FRANCE|1027,60|0,00|||20230806||
AC|Achats|AC00014|20230805|437000|Autres organismes sociaux|||AC083218|20230801|FACT 250219 ELECTRICITE DE FRANCE|0,00|1027,60|||20230806||
AC|Achats|AC00015|20230531|606800|Autres matieres et fournitures|||AC055662|20230531|FACT 250211 DALKIA FRANCE|999,68|0,00|||20230602||
AC|Achats|AC00015|20230531|518100|Interets courus a payer|||AC055662|20230531|FACT 250211 DALKIA FRANCE|0,00|999,68|||20230602||
AC|Achats|AC00016|20231228|623000|Publicite, publications, relations publiques|||AC122564|20231228|FACT 250201 FOURNITURES BUREAU|1060,72|0,00|||20231229||
AC|Achats|AC00016|20231228|517000|Autres organismes financiers|||AC122564|20231228|FACT 250201 FOURNITURES BUREAU|0,00|1060,72|||20231229||
AC|Achats|AC00017|20230630|606300|Fournitures d'entretien et petit equipement|||AC069017|20230630|FACT 250204 ELECTRICITE DE FRANCE|748,55|0,00|||20230630||
AC|Achats|AC00017|20230630|512100|Banque secondaire|||AC069017|20230630|FACT 250204 ELECTRICITE DE FRANCE|0,00|748,55|||20230630||
AC|Achats|AC00018|20230119|623000|Publicite, publications, relations publiques|||AC019623|20230119|FACT 250116 TELECOM SAS|587,88|0,00|||20230120||
AC|Achats|AC00018|20230119|401000|Fournisseurs|F00007|ASSURANCE GENERALI|AC019623|20230119|FACT 250116 TELECOM SAS|0,00|587,88|E5|20231216|20230120||
AC|Achats|AC00019|20230629|622700|Frais d'actes et de contentieux|||AC067064|20230629|FACT 250113 ELECTRICITE DE FRANCE|640,78|0,00|||20230701||
